1,39.11115839123232,0.8711340206185567,1,1,3641189,2019-07-27 20:29:45.526730,default,Unspecified
2,42.40850611544595,0.9194630872483222,1,1,3810334,2019-07-27 20:30:34.671717,default,Unspecified
3,41.76479991866932,0.935064935064935,1,1,586,2019-07-28 13:52:49.076959,default,Unspecified
4,42.360128414400286,0.9072164948453608,1,1,3620333,2019-07-28 13:53:53.193809,default,Unspecified
5,50.73945910441032,0.9605263157894737,1,1,3550116,2019-07-28 13:54:17.106671,default,Unspecified
6,28.80319372554474,0.8397790055248618,1,1,125,2019-10-19 23:17:38.687211,default,Unspecified
7,32.441731744596275,0.864406779661017,1,1,3640963,2019-10-26 22:47:37.044006,default,Unspecified
8,35.36635909802234,0.9358974358974359,1,1,3810988,2019-10-26 22:54:39.796954,default,Unspecified
9,47.75788748638602,0.9328859060402684,1,1,3620414,2019-10-28 22:21:55.093628,default,Unspecified
10,31.09724272744846,0.8421052631578947,1,1,3550303,2019-10-28 22:35:24.336224,default,Unspecified
11,39.219789287380266,0.8904761904761904,1,1,3810566,2019-10-29 00:37:47.763317,default,Unspecified
12,39.2526156854691,0.8908450704225352,1,1,3550210,2019-10-29 22:38:45.310574,default,Unspecified
13,41.008338615913395,0.9175824175824175,1,1,3620665,2019-10-29 22:47:15.967985,default,Unspecified
14,34.640868075852204,0.8401360544217688,1,1,3810455,2019-10-31 18:42:28.460296,default,Unspecified
15,29.742187465375537,0.8241206030150754,1,1,3550543,2019-10-31 18:46:04.198135,default,Unspecified
16,32.91437914991702,0.8622950819672132,1,1,3620319,2019-11-02 00:24:40.897985,default,Unspecified
17,43.30750303234376,0.95,1,1,3811255,2019-11-02 00:25:18.641871,default,Unspecified
18,29.777956906027644,0.8838383838383839,1,1,3810968,2019-11-02 00:26:41.788820,default,Unspecified
19,39.98143779431531,0.9,1,1,3641147,2019-11-03 00:33:37.985799,default,Unspecified
20,26.7464367494664,0.8956521739130435,1,1,3641143,2019-11-03 00:37:51.539483,default,Unspecified
21,47.96604349139405,0.921875,1,1,3640370,2019-11-03 00:39:05.189918,default,Unspecified
22,36.15258126022286,0.8385093167701864,1,1,3810218,2019-11-03 00:40:09.913584,default,Unspecified
23,39.46990220868389,0.8828125,1,1,3641198,2019-11-03 00:40:54.385199,default,Unspecified
24,45.66412714509014,0.9259259259259259,1,1,3811080,2019-11-03 00:41:29.014957,default,Unspecified
25,45.439225657889786,0.9009009009009009,1,1,3811080,2019-11-03 00:42:40.979209,default,Unspecified
26,39.06751186275972,0.8615751789976134,1,1,3622439,2019-11-10 19:24:35.147923,default,Unspecified
27,28.109625295655047,0.906158357771261,1,1,3641145,2019-11-18 20:16:09.689898,default,Unspecified
28,44.81857326513724,0.9203539823008849,1,1,3640885,2019-11-21 19:47:45.340277,default,Unspecified
29,38.17000836267161,0.8695652173913043,1,1,3621214,2019-11-23 21:19:40.153219,default,Unspecified
30,40.60167246034846,0.8736263736263736,1,1,553,2019-11-24 18:05:27.446786,default,Unspecified
31,55.89658795252305,0.9773755656108597,1,1,3810105,2019-11-27 20:38:49.898407,default,Unspecified
32,48.10303909797445,0.9230769230769231,1,1,3811266,2019-11-29 20:19:06.535628,default,Unspecified
33,46.378649410604346,0.9044117647058824,1,1,3550734,2019-11-29 20:19:51.285180,default,Unspecified
34,46.99727399733195,0.9493087557603687,1,1,545,2019-11-29 23:12:12.222009,default,Unspecified
35,38.70429052075685,0.875,1,1,3811051,2019-11-30 10:07:42.197857,default,Unspecified
36,43.118544378033654,0.9468085106382979,1,1,3550335,2019-11-30 10:10:19.262155,default,Unspecified
37,39.395901843836164,0.8466666666666667,1,1,3621161,2019-12-02 10:12:25.457607,default,Unspecified
38,64.80652422641833,0.9595959595959596,1,1,3550347,2019-12-04 13:43:49.485035,default,Unspecified
39,45.28049649306448,0.9130434782608695,1,1,3550629,2019-12-06 22:06:40.306668,default,Unspecified
40,30.672291738111287,0.8489208633093526,1,1,3620327,2019-12-06 23:28:03.837666,default,Unspecified
41,47.39122196333897,0.9285714285714286,1,1,681,2019-12-06 23:28:37.009164,default,Unspecified
42,40.56666025147639,0.8846153846153846,1,1,239,2019-12-08 12:35:31.848851,default,Unspecified
43,28.36849384094029,0.7932203389830509,1,1,3640143,2019-12-14 23:45:31.774828,default,Unspecified
44,44.70047562874223,0.8899082568807339,1,1,3620664,2019-12-14 23:46:02.924799,default,Unspecified
